timestamps,TP9,AF7,AF8,TP10,Right AUX,,,,,,,,,,,,,,,,
1533222579,23.438,27.832,-210.938,-5.371,60.547,39.941364,32.710936,-105.17774,13.453132,14.44617796,4.658894717,100.1720231,13.48279338,0.147923964,-0.314592635,-0.298374953,1.194557692,-0.178699394,-0.173560275,-1.142402738,2.621648729
1533222579,32.227,30.273,-13.184,1.953,39.551,39.855428,32.718748,-105.13282,13.398444,14.4735443,4.668245334,100.3932879,13.53541757,0.148465821,-0.308382032,-0.286798998,1.185380162,-0.192513276,-0.195230574,-1.159584045,2.574652297
1533222579,44.434,28.809,68.359,7.324,-12.207,39.853476,32.705076,-104.53712,13.335944,14.45522793,4.662498453,100.4320749,13.55421406,0.162895237,-0.311788083,-0.286813465,1.19016806,-0.177405812,-0.182018779,-1.16078598,2.565140113
1533222579,52.734,26.367,36.621,7.812,12.695,39.951132,32.673824,-103.644544,13.257816,14.45457393,4.668953103,101.0183288,13.54602035,0.163280065,-0.304013585,-0.279232725,1.204498592,-0.176819515,-0.199419733,-1.161693844,2.60031435
1533222579,44.434,24.902,-248.535,3.906,-31.25,40.003868,32.654292,-103.759776,13.19922,14.45881075,4.685161264,101.2765061,13.52120668,0.147627564,-0.290845441,-0.290646873,1.223838926,-0.18357781,-0.232896882,-1.157044277,2.665720685
1533222579,36.621,27.832,-210.449,3.906,-29.785,39.996056,32.648432,-104.240244,13.160156,14.45098849,4.707378576,101.4253941,13.52989735,0.137835777,-0.291481784,-0.291665818,1.232999688,-0.180024805,-0.260490689,-1.159336475,2.673516725
1533222579,33.691,24.414,24.902,4.395,14.16,39.888632,32.613276,-104.240244,13.111328,14.45229238,4.712483787,101.6457962,13.54261923,0.139385163,-0.289649105,-0.280168324,1.236943119,-0.1807391,-0.270522793,-1.176093088,2.667455333
1533222579,40.039,33.203,61.035,4.883,48.828,39.783164,32.615228,-104.0254,13.078124,14.3986344,4.74102733,101.6457962,13.55216265,0.151401198,-0.283241418,-0.280168324,1.244066273,-0.150603978,-0.307972249,-1.176093088,2.670248126
1533222579,44.922,37.109,9.766,6.836,32.227,39.751916,32.630852,-103.154304,13.048828,14.29984671,4.741169839,101.938892,13.56214929,0.151050112,-0.284453226,-0.272185192,1.247820004,-0.11448117,-0.307824307,-1.172567299,2.666396372
1533222579,24.414,28.809,-148.438,-1.953,-12.695,39.71676,32.597652,-102.710948,12.980468,14.27995446,4.749543057,101.9772257,13.56771217,0.155468623,-0.289478486,-0.287795021,1.252419467,-0.099526302,-0.319915351,-1.163893328,2.668196992
1533222579,2.441,25.391,-157.227,-6.348,51.27,39.59176,32.55078,-103.125012,12.910156,14.30693546,4.747122924,101.5357271,13.6001634,0.157422016,-0.274281924,-0.290412538,1.253228374,-0.11482963,-0.323998769,-1.148906616,2.645482098
1533222579,15.625,24.414,-103.516,-0.488,26.855,39.437464,32.49414,-103.529312,12.853516,14.49507303,4.760232337,101.5461714,13.65457928,0.108891957,-0.259736927,-0.279072733,1.242403497,-0.080426014,-0.346454553,-1.154292052,2.597805515
1533222579,37.109,28.32,-21.484,1.953,-46.387,39.359336,32.451172,-103.64064,12.785156,14.54418013,4.77250288,101.3447063,13.68074959,0.117660103,-0.25004779,-0.272645509,1.244004424,-0.089616406,-0.362618093,-1.147807536,2.579431089
1533222579,37.598,29.297,38.574,1.953,38.086,39.3359,32.412112,-102.804704,12.757812,14.50380019,4.761477044,101.2387519,13.69239048,0.128163371,-0.237850195,-0.273197789,1.25351625,-0.0621745,-0.359453876,-1.145050873,2.587123333
1533222579,15.137,31.738,-144.531,-4.883,93.75,39.255824,32.38086,-102.365248,12.69336,14.5018859,4.747059365,101.5475455,13.70722073,0.133002846,-0.227261267,-0.283337644,1.253587216,-0.059771405,-0.349471692,-1.143831519,2.574540599
1533222579,-7.324,33.691,-230.469,-10.254,65.918,39.060512,32.373044,-102.898452,12.595704,14.5801181,4.725541602,101.1257375,13.75224153,0.129068787,-0.224349208,-0.286687527,1.246949612,-0.08926128,-0.32792119,-1.127761415,2.536183208
1533222579,-3.906,41.504,-139.648,-12.695,72.754,38.822232,32.39648,-103.50978,12.490236,14.87396449,4.721735479,101.4491339,13.82825795,0.036931214,-0.221137161,-0.276211539,1.229350342,0.081246051,-0.321597248,-1.147594656,2.480834365
1533222579,17.09,41.016,-16.113,-6.836,67.871,38.658172,32.41992,-103.667984,12.390628,15.08260003,4.752481089,101.2070074,13.92026046,-0.015794426,-0.204394668,-0.266233865,1.203768514,0.174638961,-0.332090273,-1.143263509,2.417957195
1533222579,27.832,36.621,82.52,-0.977,104.004,38.58786,32.437496,-102.683608,12.328128,15.09507446,4.780514694,101.0385415,13.96921069,-0.003405539,-0.192696165,-0.268242267,1.20174479,0.169880599,-0.348253284,-1.140276787,2.391391705
1533222579,32.715,43.457,-147.949,1.465,79.59,38.568328,32.492184,-102.000012,12.300784,15.10443429,4.787874364,101.6495064,13.99400247,0.008826339,-0.200175428,-0.267014341,1.205330019,0.162895729,-0.359401377,-1.129710736,2.378211412
1533222579,15.137,42.969,-271.484,0.977,49.316,38.472628,32.535152,-102.658212,12.28516,15.10887597,4.835302547,100.760721,14.00857412,0.012491463,-0.179961243,-0.255054113,1.205683983,0.159284398,-0.344813182,-1.141764274,2.366719519
1533222579,4.395,41.016,-143.066,-4.883,-0.977,38.281224,32.564452,-103.3086,12.214848,15.18133351,4.880454139,101.3289242,14.01905481,0.016492427,-0.161588488,-0.250086671,1.204818453,0.122233052,-0.350375422,-1.158570053,2.357458962
1533222579,23.438,42.969,-61.523,-14.16,-60.059,38.115212,32.603516,-103.458988,12.072272,15.30810335,4.909323764,101.0629651,14.06100912,0.006290629,-0.155985742,-0.24001768,1.20181948,0.116587722,-0.372812785,-1.153942846,2.326787627
1533222579,40.039,45.41,8.789,-10.742,-45.41,38.126932,32.666016,-102.919924,11.986336,15.24272908,4.953084662,100.9722971,14.14709243,0.01391141,-0.138222188,-0.237840922,1.183120876,0.136117279,-0.381555703,-1.150076559,2.294219339
1533222579,34.668,55.664,-113.281,-0.977,35.645,38.1699,32.765624,-102.439456,11.923836,15.24307873,5.015563852,101.2110541,14.22026821,0.011594532,-0.102695653,-0.246701962,1.166511427,0.135787291,-0.332691352,-1.156433315,2.241024386
1533222579,12.207,53.711,-262.695,-11.23,41.016,38.052712,32.843748,-102.802736,11.7754,15.21800706,5.220678633,100.8737093,14.24284193,0.006355345,0.197509349,-0.254832976,1.171165623,0.153513709,0.798390179,-1.13787884,2.231236037
1533222579,4.883,40.527,-158.691,-24.414,-4.395,37.912088,32.888668,-102.980468,11.615244,15.30478436,5.385462485,101.2874623,14.29011274,0.009598918,0.374150119,-0.255606534,1.170004904,0.115777135,1.268060772,-1.147645411,2.235229259
1533222579,26.855,42.969,-69.336,-14.16,10.742,37.749976,32.96484,-103.248048,11.460948,15.44730781,5.402567746,101.3466106,14.47003052,-0.003224119,0.358252125,-0.250528795,1.096967449,0.087873395,1.217335631,-1.153476026,2.187425337
1533222579,35.156,45.41,-44.434,-8.789,7.812,37.613256,33.035152,-103.189456,11.306652,15.34913166,5.409934324,101.1682482,14.53850548,-0.001514346,0.358806005,-0.247682022,1.088315234,0.113025023,1.191058358,-1.146829854,2.174131891
1533222579,34.18,39.062,-82.031,-10.742,31.25,37.587868,33.042964,-102.611332,11.195324,15.21832328,5.45698034,101.1981672,14.54794109,-0.010601046,0.362027728,-0.248755183,1.099266584,0.145490746,1.135234987,-1.148160084,2.212415082
1533222579,21.484,37.598,-301.758,-12.695,18.066,37.556616,33.04492,-103.203128,11.095716,15.2187371,5.464228829,100.9029422,14.60986661,-0.00563009,0.360019791,-0.260835,1.09422609,0.145094522,1.115855975,-1.129276815,2.178762299
1533222579,14.16,35.156,-203.613,-17.09,42.48,37.439428,33.04492,-103.896488,10.955092,15.24383233,5.465777474,101.6356231,14.68762368,-0.003524023,0.359308148,-0.267563657,1.080025517,0.128904245,1.111352977,-1.129844419,2.12748362
1533222579,23.926,31.738,21.484,-12.695,48.34,37.318336,33.048824,-103.855472,10.798844,15.31075501,5.465777474,101.7273173,14.78857043,0.004991451,0.359308148,-0.251612903,1.058364955,0.096060575,1.111352977,-1.141147758,2.082357366
1533222579,31.25,39.062,1.465,-7.812,-0.977,37.269508,33.07226,-103.345704,10.66994,15.29738004,5.464488729,101.7759777,14.83137462,0.02082947,0.357641661,-0.250761604,1.060131036,0.103893659,1.114113674,-1.141620322,2.090037085
1533222579,29.785,38.574,-96.191,-1.953,29.297,37.2656,33.076164,-102.855468,10.572284,15.2971891,5.477700626,101.9836812,14.85259373,0.029969028,0.347476644,-0.259848931,1.070757736,0.104371857,1.074033163,-1.147213472,2.105351725
1533222579,21.484,31.25,-245.605,-3.418,-1.953,37.25388,33.056632,-103.259764,10.47072,15.29898296,5.481285739,101.7209367,14.85501699,0.030568541,0.346456438,-0.270529411,1.085606422,0.103031332,1.064547129,-1.129276548,2.13125291
1533222579,8.789,22.949,-213.867,-13.672,3.418,37.12302,33.003896,-103.9082,10.316424,15.30998597,5.47904885,102.0874459,14.86355396,0.030778136,0.356808843,-0.266442639,1.099198937,0.096710147,1.075992763,-1.145289794,2.151439028
1533222579,12.695,24.902,-128.906,-8.301,7.812,36.99216,32.960924,-104.353512,10.197284,15.41297981,5.512664867,102.2736744,14.91327555,0.030256128,0.353594185,-0.251453429,1.09868657,0.062233838,1.035879811,-1.160390898,2.152793597
1533222579,35.156,28.809,-23.438,-0.977,42.969,36.93552,32.931628,-104.011716,10.097672,15.48106756,5.533825395,102.1385512,14.94264621,0.03889589,0.359892689,-0.241771466,1.106813516,0.034142004,1.003625498,-1.156929767,2.156224638
1533222579,31.738,25.879,-89.355,-2.441,79.59,36.902316,32.916004,-103.5332,10.007828,15.46168891,5.536351028,102.2662127,14.93376172,0.04806395,0.372934277,-0.248969028,1.124121128,0.048538638,1.00496558,-1.161371369,2.197148979
1533222579,11.719,29.785,-248.047,-7.812,41.504,36.859348,32.919908,-103.884764,9.912128,15.46391047,5.550759477,102.0527185,14.94139022,0.054350335,0.370983595,-0.260297164,1.137006939,0.047258089,0.977658711,-1.145408776,2.215277403
1533222579,-0.488,24.902,-229.492,-17.578,7.324,36.716772,32.882796,-104.564452,9.753924,15.51902388,5.548201943,102.3993635,14.97870293,0.04810924,0.370283433,-0.257974771,1.14076224,0.02962183,0.983185237,-1.158623399,2.200645362
1533222579,12.695,30.762,-81.543,-18.555,-25.391,36.56052,32.880844,-104.837888,9.603532,15.69744389,5.570723943,102.667625,15.05945502,0.019438077,0.373840183,-0.243675782,1.127575082,0.024613127,0.946068172,-1.175925846,2.180674549
1533222579,36.133,32.715,16.602,-13.672,41.992,36.480444,32.880844,-104.72656,9.439468,15.74147692,5.571383837,102.5141889,15.15375853,0.031376185,0.374645525,-0.239526731,1.109342992,0.010046986,0.944770501,-1.169989418,2.145683738
1533222579,32.227,26.855,-71.777,-8.789,0,36.451148,32.8535,-104.048824,9.304704,15.69225673,5.571383837,102.6312987,15.18292212,0.039226225,0.374645525,-0.238352846,1.114599104,0.039108457,0.944770501,-1.172232654,2.169274885
1533222579,19.531,28.809,-178.223,-4.883,-29.297,36.462864,32.833972,-103.498044,9.248064,15.69333784,5.58415237,102.2852442,15.19464167,0.044752697,0.381790703,-0.251065014,1.127588627,0.038595373,0.921509943,-1.153381222,2.197509595
1533222579,11.23,28.32,-168.457,-10.742,56.641,36.408176,32.810532,-104.056636,9.156268,15.67954705,5.58974531,101.5075708,15.22111392,0.045736935,0.389663808,-0.238056146,1.129690556,0.044299115,0.912276594,-1.166845169,2.181300703
1533222579,6.348,26.367,-115.723,-24.414,19.043,36.236304,32.761704,-104.697264,8.99416,15.74374318,5.596360944,101.4791441,15.27231209,0.040620443,0.398769466,-0.224285391,1.127436715,0.020806047,0.90204665,-1.170470362,2.15107723
1533222579,21.484,26.367,-25.879,-18.066,-12.207,36.12302,32.699204,-104.63086,8.841816,15.83652863,5.599125074,101.0425611,15.41261579,0.042853524,0.413967054,-0.220886392,1.086529871,0.002540227,0.911078733,-1.163137693,2.102942577
1533222579,28.32,28.809,-21.973,-8.301,-4.395,36.091768,32.646472,-103.96094,8.724628,15.84037174,5.582861579,101.089058,15.49122223,0.05863582,0.42707234,-0.221593229,1.076776894,0.001862184,0.952284174,-1.165062889,2.079115537
1533222579,12.695,30.273,-214.844,-14.648,-39.062,36.050752,32.619128,-103.804692,8.611348,15.84805737,5.556934223,101.0796287,15.50971095,0.064030976,0.441454672,-0.237092611,1.088366289,-0.003296283,1.012537665,-1.158447593,2.092430707
1533222579,-1.953,31.738,-223.633,-18.555,-26.367,35.882784,32.589832,-104.22266,8.492208,15.89540681,5.551703766,100.8769016,15.57670842,0.060641976,0.455179937,-0.235290023,1.082569995,-0.021293074,1.035201918,-1.155915918,2.057246538
1533222579,-1.465,30.762,-119.141,-24.902,0,35.669892,32.550772,-104.777348,8.337912,16.07395699,5.536872925,101.1567855,15.67022501,0.036679031,0.468453762,-0.227562095,1.065184232,-0.023625192,1.08136548,-1.172470929,2.006458901
1533222579,20.996,26.855,-1.953,-22.949,13.672,35.554656,32.492176,-104.837896,8.214868,16.21469349,5.515055843,100.8552143,15.80831755,0.022169675,0.483238869,-0.220469295,1.028725517,-0.014733988,1.142916319,-1.164514941,1.954649109
1533222579,36.621,30.273,74.219,-15.625,58.105,35.535124,32.4453,-103.613284,8.1094,16.21620452,5.497340559,100.788634,15.93166033,0.037973487,0.498169634,-0.221281424,0.997712506,-0.014690264,1.193731593,-1.163368866,1.894013193
1533222579,26.855,32.227,-171.387,-23.438,39.062,35.57028,32.419912,-103.025396,7.97268,16.21195007,5.465884078,101.0976281,16.00198336,0.041447989,0.511231038,-0.22535659,0.99114618,-0.011397495,1.271897971,-1.145763714,1.854462422
1533222579,17.578,32.715,-237.793,-28.809,46.387,35.554656,32.414052,-103.69532,7.820336,16.1834202,5.452025839,100.2677745,16.12494378,0.039565334,0.523471036,-0.210208169,0.963952327,0.004367305,1.319076286,-1.163292001,1.800027702
1533222579,20.996,37.598,-87.891,-28.32,86.426,35.46286,32.427724,-104.091804,7.638696,16.1989522,5.450913646,100.6072519,16.29162297,0.03948318,0.526907029,-0.197819807,0.916355878,-0.003220556,1.32488288,-1.180873716,1.746297978
1533222579,27.344,35.645,-80.566,-24.414,-5.371,35.386688,32.419912,-104.312504,7.503932,16.21622929,5.459640325,100.3475009,16.44032371,0.052986172,0.520139859,-0.193476747,0.881396892,-0.012726608,1.295030663,-1.171864462,1.710080843
1533222579,27.832,35.645,18.066,-16.602,-0.977,35.371064,32.453116,-103.599616,7.400416,16.20943321,5.45360656,100.2343255,16.56445699,0.065516432,0.523581702,-0.189381351,0.856997599,-0.007126397,1.314442582,-1.166704592,1.655002328
1533222579,25.391,37.109,-115.234,-15.137,48.828,35.382784,32.488272,-103.06446,7.306664,16.21484581,5.447845079,100.4690612,16.63404852,0.06800152,0.510926799,-0.201504094,0.852780053,-0.01072529,1.317396092,-1.169951573,1.61646153
1533222579,8.789,36.621,-320.312,-17.09,55.664,35.328096,32.476552,-103.765628,7.250024,16.20653377,5.449424496,100.0467728,16.69489108,0.067020268,0.495263575,-0.207816392,0.850512858,-0.005778295,1.299938304,-1.152259183,1.581886117
1533222579,3.906,35.645,-102.539,-14.648,50.781,35.210908,32.455068,-103.843752,7.162136,16.27324308,5.437311076,100.9521567,16.75367652,0.060720706,0.49800463,-0.221325974,0.840237803,-0.026702462,1.332707022,-1.137386041,1.54680839
1533222579,32.227,35.645,4.395,-10.742,-0.977,35.171848,32.443352,-103.763672,7.084012,16.39365026,5.413995356,100.9435853,16.81082082,0.052511795,0.501392319,-0.219077019,0.83856093,-0.057419913,1.391469501,-1.137441158,1.514303281
1533222579,38.574,33.691,-25.391,-10.254,0,35.205052,32.441396,-103.427736,7.023464,16.38906109,5.403860402,101.0217624,16.84857031,0.059452286,0.505730519,-0.218682551,0.84209823,-0.053656802,1.422945983,-1.139582747,1.494640769
1533222579,33.691,34.18,-100.098,-8.789,82.52,35.275364,32.447256,-102.732424,6.959012,16.38750502,5.403317747,101.1425949,16.88367379,0.053486038,0.50689309,-0.22606009,0.84332681,-0.053014656,1.42545055,-1.144163936,1.473862806
1533222579,15.625,32.227,-275.879,-11.23,61.523,35.25388,32.42968,-103.320316,6.886748,16.34290922,5.404409967,100.561613,16.91325101,0.047365257,0.503440954,-0.231180065,0.84712635,-0.028920547,1.419662576,-1.127844541,1.458571041
1533222579,12.207,29.785,-152.344,-11.719,-38.086,35.160128,32.404288,-103.906256,6.808624,16.36527092,5.397922875,101.1431675,16.9523282,0.046822207,0.513233458,-0.229877342,0.849172528,-0.038918721,1.446379484,-1.141689445,1.437322001
1533222579,34.18,31.25,27.832,-2.441,35.645,35.101536,32.388664,-103.748052,6.732452,16.43002801,5.395362368,101.0004955,16.99300214,0.052353304,0.526411272,-0.217408812,0.851678406,-0.068956192,1.46415379,-1.13963274,1.416340373
1533222579,29.297,21.973,20.508,-2.441,70.312,35.06052,32.32812,-103.218756,6.660188,16.40719318,5.39301693,101.1762974,16.99160708,0.061030736,0.535282266,-0.215131754,0.864017293,-0.053574979,1.477969948,-1.142440438,1.433330833
1533222579,27.832,25.879,-135.742,-1.953,38.574,35.06638,32.275388,-102.761724,6.613312,16.40884218,5.424680088,101.4795878,16.99205252,0.068311784,0.528393535,-0.221548294,0.875593463,-0.054076015,1.450248552,-1.151204844,1.447928016
1533222579,14.16,28.32,-259.277,-1.953,23.926,35.011692,32.230464,-103.156252,6.562532,16.40598639,5.423032911,101.0723505,16.99961304,0.067523358,0.543722769,-0.225647451,0.882213623,-0.052267024,1.475059173,-1.134869006,1.450063747
1533222579,6.836,23.926,-184.082,-3.906,38.086,34.8906,32.183588,-103.589844,6.523472,16.45291856,5.409020514,101.4908355,17.00619011,0.069037424,0.561641576,-0.225208888,0.889645267,-0.074735337,1.528237097,-1.146857193,1.454120822
1533222579,35.156,33.203,-89.355,5.859,78.125,34.857396,32.181636,-103.871092,6.525424,16.54854594,5.430049499,101.6044833,17.01902181,0.0699871,0.56576111,-0.21367393,0.893633368,-0.10627977,1.499192677,-1.157482191,1.449486376
1533222579,39.551,28.809,6.348,3.418,54.199,34.867164,32.166012,-103.429684,6.505892,16.53961418,5.429593131,101.4667329,17.01891708,0.07560929,0.566931174,-0.208493749,0.893304019,-0.099648956,1.501526152,-1.15163558,1.449180169
1533222579,27.344,26.855,-79.59,0,17.578,34.849588,32.148432,-102.562496,6.4805,16.54167025,5.433670529,101.7059011,17.01967314,0.073877561,0.573379746,-0.214999022,0.896626345,-0.101263053,1.495181285,-1.159951212,1.452561729
1533222579,8.301,29.785,-229.492,-5.371,68.359,34.7949,32.132808,-102.63476,6.445344,16.54734183,5.44374649,100.9756878,17.02464428,0.076660735,0.576227947,-0.217366332,0.900125754,-0.104790604,1.472947049,-1.152789362,1.452852003
1533222580,1.953,31.25,-193.359,-7.812,113.281,34.654276,32.115228,-103.332024,6.392612,16.61253327,5.444906559,101.0603387,17.04006145,0.071079043,0.584114432,-0.217618707,0.902585552,-0.12430538,1.475987132,-1.155030482,1.445128409
1533222580,18.555,33.203,-60.059,-7.812,83.008,34.503888,32.11718,-103.720696,6.320348,16.74116452,5.440614573,101.0826252,17.06378093,0.064281531,0.594163451,-0.201830291,0.905812086,-0.150092088,1.49727131,-1.16189512,1.433586137
1533222580,40.527,37.598,-1.953,-3.906,53.223,34.460916,32.130852,-103.550772,6.253944,16.71612275,5.44091816,100.7266309,17.08560275,0.079551274,0.593005958,-0.202960685,0.912763633,-0.138059665,1.495399913,-1.153935502,1.428330132
1533222580,39.551,41.992,-90.82,3.418,28.32,34.458964,32.164056,-103.169912,6.210976,16.6866316,5.450408572,100.8627885,17.09298655,0.083845645,0.586224781,-0.20389851,0.922252965,-0.120801334,1.46202428,-1.158928782,1.435538455
1533222580,18.555,43.945,-227.539,-2.441,26.855,34.394512,32.207024,-103.34374,6.158244,16.68600499,5.485125559,100.7297547,17.08653295,0.084172551,0.580287716,-0.213910882,0.930483843,-0.12033915,1.377656985,-1.147639355,1.451585551
1533222580,4.395,46.387,-226.562,-5.859,67.383,34.271468,32.251948,-103.89452,6.134808,16.71628618,5.535142809,100.9072845,17.09283461,0.091889735,0.580229096,-0.213066839,0.938184413,-0.13669244,1.285997355,-1.154614182,1.456926759
1533222580,16.113,43.457,-141.602,-3.418,68.848,34.111312,32.296868,-104.505848,6.119184,16.82352622,5.604317179,101.2033037,17.10532417,0.089306901,0.599751989,-0.202062573,0.939059399,-0.166003887,1.224860998,-1.172148997,1.449968873
1533222580,33.203,42.48,-29.297,1.465,9.277,33.992172,32.332024,-104.464832,6.076216,16.80496286,5.648944354,100.9664111,17.11228513,0.104381765,0.593196777,-0.191389581,0.940116233,-0.156029386,1.135912966,-1.166400063,1.446507945
1533222580,31.738,45.898,-22.461,1.465,54.199,33.994124,32.359368,-103.755848,6.037156,16.70469967,5.684890173,100.9949827,17.11042376,0.106928298,0.586521864,-0.191860552,0.947753685,-0.120198622,1.05874204,-1.167638406,1.458051082
1533222580,12.695,35.156,-291.016,-4.395,37.598,33.978496,32.36718,-103.984364,6.048872,16.70440646,5.733622494,100.9458191,17.1097572,0.106588496,0.604347157,-0.207810929,0.954578526,-0.120046196,1.030544746,-1.159833944,1.467565335
1533222580,-8.301,32.715,-316.406,-7.812,-29.785,33.771464,32.36718,-104.816396,6.025436,16.72256096,5.736106482,101.3056081,17.1015722,0.105257453,0.599900024,-0.215771687,0.954889691,-0.126282513,1.020402693,-1.151532738,1.472569126
1533222580,5.371,40.527,-81.055,-10.254,-3.906,33.501932,32.371084,-105.320304,5.929732,16.92392207,5.736106482,102.1923168,17.11659,0.074709587,0.599900024,-0.221940843,0.954782983,-0.099698815,1.020402693,-1.147055925,1.463640205
1533222580,34.668,36.621,-24.902,-4.883,-11.23,33.38084,32.363272,-105.472648,5.851608,16.83693966,5.741345175,101.7606782,17.14053604,0.05461294,0.59989448,-0.22264869,0.963844818,-0.121475957,1.010656644,-1.138701415,1.46341346
1533222580,36.621,41.016,12.695,-0.977,33.203,33.31248,32.369132,-104.642572,5.7852,16.71836528,5.734195469,101.6109539,17.14514896,0.050766801,0.602784863,-0.223515287,0.975299486,-0.088169366,1.02981393,-1.13486396,1.476884891
1533222580,24.414,46.875,-220.703,-3.418,39.062,33.234356,32.404288,-104.632804,5.714888,16.66977228,5.742313215,101.7256602,17.13929294,0.056299754,0.6030574,-0.238348465,0.987010437,-0.061901417,1.015471405,-1.130888,1.49817766
1533222580,8.301,44.434,-288.086,-6.836,6.836,33.076152,32.4414,-105.525384,5.658248,16.66550826,5.804026696,101.7143521,17.1408541,0.068852174,0.625039598,-0.238330704,0.998047313,-0.058026283,0.986895487,-1.130553194,1.513171089
1533222580,9.277,45.898,-65.918,-7.324,9.277,32.839824,32.468744,-105.80468,5.576216,16.71384389,5.851163504,102.341797,17.15890117,0.080734389,0.625634856,-0.231152591,1.003296467,-0.071808434,0.915731576,-1.143143426,1.508632677
1533222580,30.762,40.039,-17.578,-9.766,19.531,32.70506,32.478508,-105.972648,5.45512,16.6304445,5.898013173,102.1370255,17.17179484,0.074408093,0.639178791,-0.229019104,1.013395039,-0.074928597,0.884412905,-1.135833868,1.515727062
1533222580,40.527,38.574,-26.855,-7.812,38.086,32.69334,32.496084,-105.291004,5.371136,16.50930534,5.908549711,101.9563851,17.17281911,0.072311357,0.636634166,-0.231067675,1.028991291,-0.040365616,0.860976184,-1.132532562,1.544099069
1533222580,36.133,45.41,-192.871,-7.812,44.434,32.701152,32.5371,-104.986316,5.29692,16.50268053,5.920155377,101.9132236,17.18620453,0.073857654,0.628241825,-0.246784615,1.039136721,-0.035875244,0.827463948,-1.12402552,1.551632175
1533222580,26.855,44.434,-283.691,-10.742,-5.371,32.6699,32.578116,-105.874988,5.207076,16.50384932,5.973934405,101.5348539,17.20297125,0.07244417,0.631202062,-0.244244478,1.047203052,-0.036858429,0.761964143,-1.117989898,1.553400331
1533222580,35.645,43.457,-168.945,-8.789,-44.434,32.658184,32.623036,-106.410144,5.138716,16.50750692,6.020280887,102.1234622,17.22793084,0.077934759,0.627292032,-0.235733631,1.054953045,-0.038874478,0.691398719,-1.132202981,1.552065749
1533222580,56.641,44.434,-59.57,-1.953,0.488,32.703108,32.67968,-106.75194,5.095748,16.50433884,6.05941933,102.1019302,17.24949777,0.079964824,0.616225146,-0.222331142,1.0608,-0.036407583,0.619850342,-1.135849597,1.54793114
1533222580,64.453,38.086,-57.129,-1.953,6.836,32.800764,32.708976,-106.499988,5.054732,16.55439725,6.103392353,101.7998787,17.25374698,0.081494127,0.604503329,-0.222652071,1.06722832,-0.056801115,0.549881257,-1.127847003,1.554290991
1533222580,27.832,30.273,-213.867,-20.02,-18.555,32.826156,32.699208,-106.248036,4.96684,16.66945661,6.111722357,101.8446046,17.25828421,0.0897299,0.590465937,-0.229362941,1.073272361,-0.086579411,0.521202077,-1.128698119,1.559908254
1533222580,-13.672,28.32,-297.363,-27.832,-58.594,32.683576,32.687488,-107.15624,4.843792,16.65697913,6.113663833,101.4987986,17.3299466,0.086483735,0.594479345,-0.22487301,1.063110658,-0.079124684,0.520633868,-1.127830256,1.524135999
1533222580,-7.324,31.25,-80.078,-17.578,-19.531,32.482404,32.68944,-107.57616,4.750044,16.90102165,6.119259018,102.1894227,17.45323818,0.025070747,0.597212238,-0.220124728,1.035199398,-0.010850764,0.513334758,-1.137077665,1.477297141
1533222580,16.113,30.273,-2.93,-8.789,13.184,32.400372,32.695296,-107.554676,4.7227,17.07650954,6.118720145,101.8597472,17.51061344,0.006987965,0.596478926,-0.218547751,1.032747594,-0.010431466,0.513783527,-1.127736938,1.451785854
1533222580,23.926,28.809,-14.648,-12.207,0.488,32.3867,32.67772,-107.072252,4.66606,17.10578174,6.115691225,101.8813343,17.526453,0.017849867,0.595254285,-0.218405152,1.03302852,-0.027449102,0.517933112,-1.128297065,1.443495876
1533222580,17.578,24.902,-148.926,-11.719,25.391,32.378888,32.634748,-106.63866,4.587936,17.11120441,6.120538344,102.035075,17.55829117,0.019861944,0.601486898,-0.228580766,1.033561604,-0.030984925,0.514325646,-1.132710658,1.42813183
1533222580,9.277,26.855,-228.516,-10.742,100.098,32.371076,32.605448,-106.892568,4.544968,17.1175418,6.137311604,101.6235103,17.58766351,0.020313714,0.609052924,-0.231470552,1.038528783,-0.034401309,0.503075173,-1.117320818,1.420106705
1533222580,11.23,26.367,-166.992,-10.742,125.488,32.279276,32.570292,-107.38866,4.49614,17.12767502,6.147381621,101.8490594,17.6120221,0.019344532,0.617049959,-0.228570867,1.039005555,-0.03741212,0.494952731,-1.128627996,1.408112383
1533222580,29.297,21.973,-77.148,-7.812,59.082,32.201152,32.527324,-107.68358,4.441456,17.1793658,6.157859388,101.838495,17.63749844,0.02778119,0.626674062,-0.215743268,1.040267544,-0.06348255,0.489533671,-1.132393648,1.396465009
1533222580,51.758,25.391,-0.488,-1.953,84.473,32.265604,32.513652,-107.152328,4.41216,17.14818823,6.194215764,101.6427625,17.65444092,0.038050921,0.616409735,-0.212443621,1.045269125,-0.044789713,0.459807117,-1.124713597,1.393546005
1533222580,43.457,30.762,-147.461,1.953,22.949,32.341776,32.50584,-106.617172,4.398488,17.19141016,6.206216401,101.8551934,17.65896842,0.032354162,0.614218661,-0.222107141,1.049289647,-0.068458967,0.444975276,-1.131040384,1.396134153
1533222580,19.531,27.344,-278.32,-1.465,-5.371,32.320292,32.476544,-107.111312,4.396536,17.19866792,6.207191019,101.2866784,17.65954622,0.0204198,0.617644335,-0.221542645,1.051516402,-0.07339504,0.445965257,-1.119119798,1.398860952
